client_event_id,uid,date,summary,old_event_type,new_event_type,old_suggested_school,canonical_school,match_method,match_score,needs_manual_school_review
ics_df7bc33166e667fe,0ambbhnqj6148lhsqteq42poh0@google.com,2025-11-25,Academy Winter Sports Day 2,sports,Sports,Academy Day,The Academies (AA/G),manual_alias,1.0,False
ics_8916da1a01bd2b04,48e43eufqe3ljg505ho6r5so90@google.com,2025-11-13,Maple Leaf Burnt Hills/Glenville (2 teams),review,Fall Picture Day,Maple Leaf Burnt Hills/Glenville,Maple Leaf - Burnt Hills,fuzzy,1.0,False
ics_6fcbd4b3ba0d0b85,2dgl4n0pvkon4et8bqc1asta7b@google.com,2027-05-22,Guilderland Junior Prom + photo booth,photo booth,Photo Booth,Guilderland Junior Prom,,unmatched,0.5,False
ics_c61d3d8cc3ba860e,3ernh47s8gha7192spf9o1lt5d@google.com,2026-01-30,Luke Apy School Team Interview 2;00,internal/non-shoot review,Special Event,Luke Apy School Team Interview,,unmatched,0.5,False
ics_ac970083a5d6f523,3tf2vm8q1br2c408psdtfg5e00@google.com,2025-11-19,NEW Widdle One’s Childcare Center (1 team),picture day,Fall Picture Day,NEW Widdle s Childcare Center,,unmatched,0.7333333333333333,True
ics_1456e50cda0313b5,2CC6D534-8D1F-45BF-97F1-E8821AD6D0FD,2025-09-16,Okte Rain Date,spring picture day,Rain Date,Okte,Okte Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_63739fa32f54963c,1qpifigc9m29pmffq6o5c4tu03@google.com,2025-12-08,Germantown High School Winter Sports (NEW),sports,Sports,Germantown High School NEW,,unmatched,0.6666666666666666,True
ics_77c6c41126b883dd,59qf48kcsn4816gt5omppoeg6g@google.com,2025-10-21,Learning Garden Childcare SLINGERLANDS (2 teams),picture day,Fall Picture Day,Learning Garden Childcare SLINGERLANDS,Learning Garden Slingerlands,manual_alias,1.0,False
ics_a14cab51f95196de,3opu6ome6iatudobf2md7cchnv@google.com,2025-11-10,Albany Law Headshots,review,Headshots,Albany Law Headshots,,unmatched,0.5,False
ics_c9e1bd68ccb1d9b1,6qc15vg7356ia2vr25vr55utl9@google.com,2026-04-16,Malta Ave Picture Day & 5th Grade Pano (2 teams),graduation/pano,Special Event,Malta Ave &,Malta Avenue Elementary School (Ballston Spa School District),manual_alias,1.0,False
ics_f1ee96286f27eea4,11csd537ccguojm0rcqhnrevi9@google.com,2026-10-02,Heatly School (1 team + class pic photg),graduation/pano,Fall Picture Day,Heatly School,Heatly School,manual_alias,1.0,False
ics_19928d7413bd69bf,7qjbcse71hae6v9dchmbvl7s3b@google.com,2026-08-28,Albany Law Headshots,review,Headshots,Albany Law Headshots,,unmatched,0.5,False
ics_cc79d60e34655934,1ul8n7jnoia0eter709e2dald1@google.com,2026-03-18,Cairo-Durham Elem PK/K/5th Grad Pics  (2 teams),graduation/pano,Special Event,Cairo-Durham Elementary School PK/K/5th Grad,Cairo-Durham Elem,fuzzy,1.0,False
ics_437abbe43df93dfa,3jrc18rq74tihc6dfaduene86i@google.com,2026-01-05,FALL DEBRIEF,picture day,Spring Picture Day,FALL DEBRIEF,,unmatched,0.47058823529411764,True
ics_379cb249e8e3cfc7,4mb1gf8he9uc5tv3pijp3f5824@google.com,2026-03-26,Siena Career Fair 1 Photog (Evening),review,Special Event,Siena Career Fair Photog Evening,,unmatched,0.4583333333333333,False
ics_49ee4b858f401e00,7nobttvh3ig2uk7efr41vm35jr@google.com,2027-04-22,Okte Spring Pics & 5th grade pano (2 teams),graduation/pano,Special Event,Okte &,Okte Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_2db20abdb7c98411,0hu92nmjmnsnce6rvp0bgbqrfc@google.com,2026-05-19,Jefferson 4th Grade Pano RAIN DATE (1 photog),graduation/pano,Rain Date,Jefferson 4th Grade,Jefferson Elementary School (Schalmont School District),manual_alias,1.0,False
ics_8fa2ac87d104e9a6,4ld2l2e82g1a4pvbvueuefnh6j@google.com,2025-06-26,New Lebanon Grad Group Photo (1 photog),senior portraits,Seniors,New Lebanon Grad Group Photo,,unmatched,0.7096774193548387,True
ics_54ca197597caf7c1,3f7o9gfi0cg13517fuqs8b83ms@google.com,2026-05-02,Nassau-Shatford LL (2 photogs + 1 team),sports,Sports,Nassau-Shatford LL,,unmatched,0.42424242424242425,True
ics_e58981d098e324ee,FDCFA89A-57A5-4854-A85F-0FA6368745FD,2026-09-17,Steph Binghamton if possible,review,Fall Picture Day,Binghamton if possible,,unmatched,0.4444444444444444,True
ics_cbbb1e6e8dce4716,7kq8u6rk8o0r7mc9kmcmls31jb@google.com,2025-11-24,Van Corlaer Elem Makeups (1 team),makeup/retake,Makeup Day,Van Corlaer Elementary School,Zoller Elementary,fuzzy,0.7692307692307693,False
ics_4c0f7499b48bfb89,419f021vuoc1lb818d07l55l7u@google.com,2027-02-08,Siena Headshots 12;30-2;30 SSU,review,Headshots,Siena Headshots - SSU,,unmatched,0.38461538461538464,False
ics_9e9a9d73c98e5ef6,2birg4mg9hovrirh0inco68061@google.com,2025-10-16,NOVEMBER SCHEDULING CALL,review,Fall Picture Day,NOVEMBER SCHEDULING CALL,,unmatched,0.425531914893617,True
ics_b6d3a2b842295cb3,2d6k59qqinqnoikop6sp4rng1m@google.com,2025-11-12,A.W. Becker Makeup Day (1 team),makeup/retake,Makeup Day,A.W. Becker,,unmatched,0.5217391304347826,True
ics_d2c1a75c035eddb0,02uqiuie314de1dveuc25ipbs6@google.com,2025-09-12,Cairo-Durham Fall Sports (1 team) 2p,sports,Sports,Cairo-Durham,Cairo-Durham MS/HS,fuzzy,0.8,False
ics_272e8a2c9d5dae36,741r39e24m8t02v3aggbgrtj6s@google.com,2025-12-05,Santa Jim 4/8PM,review,Special Event,Santa Jim /,,unmatched,0.42857142857142855,False
ics_db6ac5cb97da2468,55so948mhhovk2v65iehd1iosr@google.com,2026-05-22,Union Seniors 2 Photogs,senior portraits,Seniors,Union Photogs,New Lebanon Seniors,fuzzy,0.7857142857142857,False
ics_fe3801c446c42b61,4fle2p4atcgb1n2766sdh534r6@google.com,2026-09-28,Okte Rain Date,review,Rain Date,Okte,Okte Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_369d6a6b8d46e4ce,2c3pvb2erts0qbqgqjr24arav2@google.com,2025-06-25,RPI Headshot Event PM (1 photog),review,Headshots,RPI Headshot Event PM,,unmatched,0.5,False
ics_b379edf9e51edfd4,307vi6gtmusp2nvobedf7a1j19@google.com,2026-06-12,Rosendale Elem Field Day (1 photog),review,Special Event,Rosendale Elementary School Field Day,Rosendale Elementary School (Niskayuna School District),manual_alias,1.0,False
ics_ecdbaaf3f8d2f955,6s1l4qc97vj4k76qljqb3u1adj@google.com,2026-05-12,Milton Terrace RAIN 5th Grade Photo (1 photog),graduation/pano,Rain Date,Milton Terrace RAIN 5th Grade Photo,Milton Terrace Elementary School (Ballston Spa School District),manual_alias,1.0,False
ics_09d0314ad57aff58,6hluhl26dtepgth7upq3o7312l@google.com,2025-09-29,SUMC Preschool NEW (1 team),review,Fall Picture Day,SUMC Preschool NEW,,unmatched,0.6857142857142857,True
ics_f3739717c0435c46,1cq7ucdmmlof7q76tf232l3l09@google.com,2026-10-14,HOLD Rosendale Elementary MAKEUPS (1 team),makeup/retake,Makeup Day,HOLD Rosendale Elementary,Rosendale Elementary School (Niskayuna School District),manual_alias,1.0,False
ics_1c9e36ee19c5e2b3,6fnodem334mvds2n6n23r7b10g@google.com,2025-10-23,Karigon Elementary Makeups (1 team),makeup/retake,Makeup Day,Karigon Elementary,Karigon Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_4e7805094aa4e138,3dcpcnpomc4f5c5phvqv8go4q3@google.com,2025-12-04,Destine Prep Makeup (1 photog),makeup/retake,Makeup Day,Destine Prep Makeup,Destine Prep,fuzzy,1.0,False
ics_ce85e583803f74fa,35se2cnhn22uc0bj9ma1qrp21l@google.com,2025-10-21,Myers Middle School (2 teams; 2 days),review,Fall Picture Day,Myers Middle School,,unmatched,0.64,True
ics_d816e3e8439691dd,5qu53g9ja1mjsaqmpp8rc3rcel@google.com,2025-10-16,Waterford-Halfmoon MS/HS Makeups (1 team),makeup/retake,Makeup Day,Waterford-Halfmoon Middle School/High School,Waterford MS/HS,manual_alias,1.0,False
ics_becf54e435cc6150,0hqth4j65ad57ct3b0o51e40ia@google.com,2025-10-01,Wonderland Co-op Nursery (REQ Lauren),graduation/pano,Fall Picture Day,Wonderland Co-op Nursery,Wonderland,manual_alias,1.0,False
ics_2b4e7925c9f85428,0bi0964q4kpn1g8av41p9mb4eb@google.com,2026-02-04,Matt Interview w/ Erin Lefebvre (10am),internal/non-shoot review,Special Event,Interview w/ Erin Lefebvre,,unmatched,0.42857142857142855,False
ics_e98521cf7648f768,5cs3a3l0t77n40kmg4ekg8odvh@google.com,2025-10-03,Heatly School (1 team + class pic photg and Colleen),graduation/pano,Fall Picture Day,Heatly School,Heatly School,manual_alias,1.0,False
ics_15d1be6c7d7005ba,1e9vh4i45fprl4rqt1umihi3mk@google.com,2025-06-09,AAG Commencement,review,Special Event,AAG Commencement,,unmatched,0.5,False
ics_d63d9d5d7148f071,4cd1pb9nod66rcmr8e3ct9tf6f@google.com,2026-06-03,Academy Upper School Awards Ceremony,review,Special Event,Academy Upper School Awards Ceremony,The Academies (AA/G),manual_alias,1.0,False
ics_c83654ef50061b1d,68rp1fodfii1de9n8f296hf4ae@google.com,2027-05-17,Tesago Spring Pics & 5th Grade Group Photo (2 teams),graduation/pano,Special Event,Tesago & 5th Grade Group Photo,Tesago Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_f52fe651898d1905,4lvr80e4n5gc5aa77622rtd0r4@google.com,2026-05-18,Duanesburg Family Photo Night,internal/non-shoot review,Call or Meeting,Duanesburg Family Photo Night,Duanesburg,manual_alias,1.0,False
ics_9598dd61ef4e9de0,5uq6adb6oqq05fvgahb0johh6m@google.com,2026-05-15,Keane 5th Grade Pano Rain Date (1 photog),graduation/pano,Rain Date,Keane,,unmatched,0.5,True
ics_884f2af1a78c4fec,0jk18dptf1vjpumbjtud16q3el@google.com,2025-07-09,Academy Theater Camp AM (Molly),review,Special Event,Academy Theater Camp AM,The Academies (AA/G),manual_alias,1.0,False
ics_10b84b92249e2187,6ivv0of0eu4rp22m6j1pu1r4i3@google.com,2026-05-21,NEW Craig Elementary RAIN 5th grade pano (1 photog),graduation/pano,Rain Date,NEW Craig Elementary RAIN,Craig Elementary School (Niskayuna School District),manual_alias,1.0,False
ics_719e471e5aa00f2e,5h9m1rvccsr7pvaoht3go8cj6g@google.com,2027-05-18,HOLD Jefferson 4th Grade Pano RAIN DATE (1 photog),graduation/pano,Rain Date,HOLD Jefferson 4th Grade,Jefferson Elementary School (Schalmont School District),manual_alias,1.0,False
ics_e1a9e97117e207ef,0hk5l2vmmnqt6k5pbor5q2v504@google.com,2026-01-19,Interview:  Michael Springstead 11;00,internal/non-shoot review,Spring Picture Day,Interview Michael Springstead,,unmatched,0.44,True
ics_06d7832c119c9e0b,0oerp8787iu6f1tpgejl69qklp@google.com,2026-06-12,LCS Grad Rehearsal Morning (Matt),graduation/pano,Special Event,LCS Grad Rehearsal,,unmatched,0.5,False
ics_262df964ee5cb87d,56vb54ge3lracs4r7addeimkr1@google.com,2026-03-14,(Mini) Studio Early Bird Easter Bunny Robert confirmed for bunny,review,Special Event,Mini Studio Early Bird Easter Bunny Robert for bunny,,unmatched,0.32,False
ics_c43c8c22ae07df8d,6r0c7lj4u90rao6nu7hbdml2sj@google.com,2026-06-22,Academy Golf Tournament Candids,review,Special Event,Academy Golf Tournament Candids,The Academies (AA/G),manual_alias,1.0,False
ics_4e0af3746d48c449,4vjg3hs7ipmh6b2vqq1kfrik6q@google.com,2025-12-09,Chamber Conference on short videos STEPH,review,Special Event,Chamber Conference on short videos,,unmatched,0.39344262295081966,False
ics_7328bbbfb6308d40,2v95j9rqc38p1ofq3f96p3r7g7@google.com,2025-10-09,Okte Elem Makeup Day (1 studio photo),makeup/retake,Makeup Day,Okte Elementary School,Okte Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_aa5b6c9df204fdfc,3var0f0s0rgkj0d30lf9f749n1@google.com,2025-11-05,"TSL Daycare, Troy (REQ Lauren)",review,Fall Picture Day,TSL Daycare Troy,TSL Troy,fuzzy,1.0,False
ics_fbc5362fb5124ecb,52rpur911vhv1gm5h57v72ngcs@google.com,2025-06-27,Gardner-Dickinson Grad Photos (1 photog),graduation/pano,Special Event,Gardner-Dickinson,,fuzzy,1.0,False
ics_a6ddc51e28ca8114,76i0u1q56d0u0fdlit4ehjj9nf@google.com,2025-10-20,The Sara Marie School (1 photog),makeup/retake,Makeup Day,The Sara Marie School,Sara Marie School,manual_alias,1.0,False
ics_07a937de6a83abdf,73fquq8hcgk3t93dks23esmj85@google.com,2025-12-15,Santa Jay,review,Special Event,Santa Jay,,unmatched,0.5,False
ics_f69fe47e66ba785f,7e6a08i6ad3a57qq84u724rarh@google.com,2026-03-27,Cohoes HS Spring Sports (1 team),sports,Sports,Cohoes High School,Cohoes High School,fuzzy,1.0,False
ics_ec8bfc4059ef2d7b,9BD21A55-8993-4146-A9AF-B568C99AB4FD,2025-08-28,Ava LaSalle rain date Steph (mom Kara),review,Rain Date,Ava LaSalle mom Kara,,unmatched,0.4444444444444444,True
ics_2e7eef3d52950b80,0cbihvfmi5fenutt0frr2gv9lk@google.com,2026-05-08,Gardner-Dickinson Elem/Middle School (2 teams),graduation/pano,Special Event,Gardner-Dickinson Elementary School/Middle School,Gardner Dickinson,fuzzy,1.0,False
ics_b13f3352a3f88a90,5jau9ig9aavtfd07e9p10rldsf@google.com,2026-06-01,Olivia Singer Senior Portraits 9; STEPH,senior portraits,Seniors,Olivia Singer,,unmatched,0.5,True
ics_0369d2fb6a972473,3gccsuln229dd7rgjj0jifngg0@google.com,2025-12-06,Smile Lodge Christmas Party 2 PHOTOGS,review,Special Event,Smile Lodge Christmas Party PHOTOGS,,unmatched,0.5,False
ics_29c7e3944a2c2770,59gvvh6d3aa8ku7nneimsgctbk@google.com,2025-11-05,Wood Road Makeup Day (1 team),makeup/retake,Makeup Day,Wood Road,Wood Road Elementary School (Ballston Spa School District),manual_alias,1.0,False
ics_28ca9567cd8917ad,5ltvpe9gpb8un9t8s5f1gcdlqb@google.com,2026-04-17,Erica Ryan Farewell,review,Special Event,Erica Farewell,,unmatched,0.4,False
ics_f8f9e16375ea9260,4uhhsfdcnr4pqs2fu8k14g96o9@google.com,2025-07-14,Marketing Seminar Sydney/Steph,review,Special Event,Marketing Seminar Sydney/,,unmatched,0.4230769230769231,False
ics_14cb2ca3a706ffb9,43buhbi2bn78taupu69k1b7t3o@google.com,2026-02-12,Columbia High Senior-Musicians EARLY AM (Steph?),senior portraits,Seniors,Columbia High Senior-Musicians EARLY AM,,unmatched,0.6666666666666666,True
ics_578e2b6c8f7efd5e,7khuv5q01vlolsd5tbc85mh0k9@google.com,2026-10-14,Shatekon Elementary (2 teams),review,Fall Picture Day,Shatekon Elementary,Shatekon Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_d8576a733acbfcee,6vdadg64chhjvnn5jl8igbs87f@google.com,2026-08-31,HOLD Albany Academy (US Campus) Senior Photos (2 photogs),senior portraits,Seniors,HOLD Albany Academy Senior,The Academies (AA/G),manual_alias,1.0,False
ics_37ff60c2fed1710b,5fdr8358h5h6r9b0m1d9tnqm87@google.com,2026-05-09,DLL Opening Day (3 Photographers),senior portraits,Seniors,DLL Opening Day,,unmatched,0.4528301886792453,True
ics_a63b69dbd5035045,7ehstjk6l3kmkm5uj1qf5un4b0@google.com,2025-11-23,Saint Madeleine and Saint Gabriel Confirmation Group Pic 1;30,review,Fall Picture Day,Saint Madeleine Saint Gabriel Confirmation Group Pic,Saint Madeleine,fuzzy,1.0,False
ics_02df3915096c5188,2tsm4ldtu8ap3r40cr1518shab@google.com,2025-06-05,TSL UPK East Greenbush (1 photog),spring picture day,Spring Picture Day,TSL UPK East Greenbush,TSL East Greenbush,fuzzy,1.0,False
ics_3710319d2d90366c,73nvosv83n2tf8ks25eur101cq@google.com,2025-12-11,Keane Elem Makeups (1 team),makeup/retake,Makeup Day,Keane Elementary School,Keane Elementary,fuzzy,1.0,False
ics_2bdd0217bfd06a3a,19ce6ceku24tlkte57so694rq1@google.com,2026-11-13,Waterford-Halfmoon MS/HS Makeups (1 team),makeup/retake,Makeup Day,Waterford-Halfmoon Middle School/High School,Waterford MS/HS,manual_alias,1.0,False
ics_199033894e6503b2,1jk37vp2l7g8c5321qm5bnav15@google.com,2025-09-10,Retake: Jiaxin [Ripple] Lian '26 (AA) 3pm,makeup/retake,Makeup Day,Retake Jiaxin Ripple Lian AA,,unmatched,0.4067796610169492,True
ics_113c88f6832eed14,3he1mvtajsd6sjp09pdgevdml0@google.com,2025-09-03,Latham Christian Academy First Day & Stock (BETH),internal/non-shoot review,Fall Picture Day,Latham Christian Academy First Day & Stock BETH,The Academies (AA/G),manual_alias,1.0,False
ics_467adea7965581f9,598qskmee274017e9amugisaou@google.com,2025-10-01,Arongen Elementary (2 teams),review,Fall Picture Day,Arongen Elementary,Arongen Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_3cfbb253e2b8409d,67mtegjl3fqvdgng7rkl6dsrim@google.com,2025-09-15,Cairo-Durham Elementary 1 Team PK-Gr 2 (1 team),review,Fall Picture Day,Cairo-Durham Elementary Team PK-Gr,Cairo-Durham Elem,fuzzy,1.0,False
ics_53665e91a6531afa,1kj50hlroed2jg34mnvakkrmch@google.com,2025-12-03,NY Farm Bureau State Meeting - Turning Stone Photo Booth,internal/non-shoot review,Photo Booth,NY Farm Bureau State Meeting - Turning Stone,,unmatched,0.3652173913043478,False
ics_5bca4801c67a3e37,1udgbn6n948p9ruu641rvntscs@google.com,2026-03-19,Our Lady Queen of Peace Nursery School (1 team),review,Special Event,Our Lady Queen of Peace Nursery School,Our Lady Queen of Peace Nursery School,fuzzy,1.0,False
ics_7865b84e8501f40b,61n8b021bnqcu5geok3iu6unje@google.com,2026-05-15,June Scheduling Call,review,Special Event,June Scheduling Call,,unmatched,0.4186046511627907,False
ics_cec10e3ed55e7663,1duvelpqtar2ssfc8amm8ftghe@google.com,2027-05-13,Loudonville Christian Spring Photos (PK-5) (1 team),spring picture day,Spring Picture Day,Loudonville Christian Spring,Loudonville Christian,manual_alias,1.0,False
ics_dcb42069bba1e549,7ujsq2q8in04rijfa9cschaq3m@google.com,2025-06-26,Duanesburg Graduation (1 photog),graduation/pano,Special Event,Duanesburg Graduation,Duanesburg,manual_alias,1.0,False
ics_0f52250238f2e88b,22jsb3jk2meighfnb4q3pomv08@google.com,2026-08-10,HOLD Cohoes High School Seniors (2 photogs),senior portraits,Seniors,HOLD Cohoes High School,Cohoes High School,fuzzy,1.0,False
ics_3e668df55980a576,2g88u0rnn8qhvfftapprvo700q@google.com,2027-05-10,HOLD Karigon PANO RAIN DATE (1 photog),graduation/pano,Rain Date,HOLD Karigon,Karigon Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_51baaeea537c84cc,4714vlrg0dcf2dh0l48u99smoa@google.com,2026-01-31,Pieter B Coeymans Dance PHOTOBOOTH (1:30pm drop off),internal/non-shoot review,Photo Booth,Pieter B Coeymans Dance PHOTOBOOTH,,fuzzy,1.0,False
ics_7019f65cf718ddb5,259ikju4s50na8imgsr3evdhqa@google.com,2025-11-06,Chango Makeup Day (1 Team),makeup/retake,Makeup Day,Chango,Chango Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_93a16f40e1796c79,7639lat4knumrm261fvc0k91tk@google.com,2025-12-11,POSTPONED: Clifton KinderCare (1 team),spring picture day,Spring Picture Day,POSTPONED Clifton KinderCare,,unmatched,0.6666666666666666,True
ics_5037372d327e8eb9,7vne4uefoatcok23a1j1l69s4c@google.com,2026-05-07,Maple Leaf - MALTA SOUTH (2 teams),spring picture day,Spring Picture Day,Maple Leaf - MALTA SOUTH,Maple Leaf - Malta South,fuzzy,1.0,False
ics_dd589fb62c32e4e7,0lvlf1cn424vd6gs63nmhsder7@google.com,2025-08-19,Jacqueline CHA Headshot 2;00 STEPH,review,Headshots,Jacqueline CHA Headshot,,unmatched,0.425531914893617,False
ics_45a8a3f674342302,36c13e08g3l35a48u124ko853r@google.com,2025-10-07,Milton Terrace Elementary (2 teams),picture day,Fall Picture Day,Milton Terrace Elementary,Milton Terrace Elementary School (Ballston Spa School District),manual_alias,1.0,False
ics_eb5f0cde4e4b4ebd,247h7lbltgs5qq62cmtlhepe52@google.com,2026-05-11,Colonie Community Daycare Center (1 team),review,Special Event,Colonie Community Daycare Center,,fuzzy,1.0,False
ics_3552adbf32082004,4lqve6rpsdqhlpdg4j2pfioloa@google.com,2025-09-18,Waterford-Halfmoon Elementary (2 teams),review,Fall Picture Day,Waterford-Halfmoon Elementary,Waterford Halfmoon Elem,manual_alias,1.0,False
ics_17e86c565ddb7472,0v8qed93p6appvlh7ja0ui8g6f@google.com,2026-02-13,A Night to Shine PHOTOBOOTH,review,Photo Booth,A Night to Shine PHOTOBOOTH,,unmatched,0.45454545454545453,False
ics_cfbb01d2fe304369,1nrlibibu3be0anojs6i06vq9e@google.com,2025-11-14,Arbor Hill Elem Makeup Day (1 team),makeup/retake,Makeup Day,Arbor Hill Elementary School,,unmatched,0.7368421052631579,True
ics_7483bfd34bff1458,0e63h0ejrcqj3f3jeh8n5qejme@google.com,2025-11-07,Jefferson Elementary MAKEUPS (1 team),makeup/retake,Makeup Day,Jefferson Elementary,Jefferson Elementary School (Schalmont School District),manual_alias,1.0,False
ics_455cedd8b53cfa56,1chgkns83bgrlrm0eafi3e62f3@google.com,2026-06-10,HOLD - Photo booth Saratoga,photo booth,Photo Booth,HOLD - Saratoga,,unmatched,0.4666666666666667,False
ics_4cf7464e63c5534e,7ka5orkbnu3d6m0tb4dcp352as@google.com,2025-12-17,Santa Nick booked,review,Special Event,Santa Nick booked,,unmatched,0.47058823529411764,False
ics_f9ebd120687833ca,699rodvko0drcqihb5jigek0rf@google.com,2025-09-08,Duanesburg Fall Sports (1 team),sports,Sports,Duanesburg,D'burg Elementary,manual_alias,1.0,False
ics_b3be679525209c9f,1neekg8khv4nl1eq6nvi4q4304@google.com,2025-12-06,PHOTO BOOTH Shaker Ridge Luncheon,photo booth,Photo Booth,Shaker Ridge Luncheon,,unmatched,0.5,False
ics_a8835e60f597cd3e,4sn6ns3g9c3cssvl5uivmlb2q4@google.com,2026-04-08,Lawton Social Branding STEPH,review,Special Event,Lawton Social Branding,,unmatched,0.4266666666666667,False
ics_b9da39547732244f,008d0c3qbajgb2ko1jq59qn6ma@google.com,2026-04-29,TSL Bethlehem UPK & Grads (1 photog),graduation/pano,Special Event,TSL Bethlehem UPK & Grads,TSL Bethlehem,fuzzy,1.0,False
ics_32cacf80df8daba3,1980A07B-79DB-4089-AC14-358EC979C898,2025-07-17,Shaker Ridge member guest Steph,review,Special Event,Shaker Ridge member guest,,unmatched,0.5,False
ics_925d901edd16091c,2obuvphmbun2lcr023vk4femr5@google.com,2025-12-15,Cairo-Durham Winter Sports (1 team),senior portraits,Sports,Cairo-Durham,Cairo-Durham MS/HS,fuzzy,0.8,False
ics_a5215d79079a3b68,1m6ujsgfo57oi6q21evkg2amp3@google.com,2025-12-07,Photo Booth - Siena PM,photo booth,Photo Booth,Siena PM,,unmatched,0.5,False
ics_c703e780f32596e2,7hhkn406b88mi7p6nhijh9js0r@google.com,2025-12-12,Photo Booth Rudy's VR (near studio),internal/non-shoot review,Photo Booth,Rudy s VR near studio,,unmatched,0.46153846153846156,False
ics_34872a385cd55582,2lnsjvv9t6p6a1jm1t4epf6e9r@google.com,2027-04-21,HOLD Arongen Spring Pics & 5th Grade Pano (2 teams),graduation/pano,Special Event,HOLD Arongen &,Arongen Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_dd7e8df77471ecf4,5939h99srth39i9k0v50qqr9pm@google.com,2026-04-27,Okte RAIN Spring Pics & 5th grade pano (2 teams),graduation/pano,Rain Date,Okte RAIN &,Okte Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_674373c01cea4012,3npjan2rjq4aqikvfj6jlturna@google.com,2026-05-18,Union Seniors,senior portraits,Seniors,Union,New Lebanon Seniors,fuzzy,0.7857142857142857,False
ics_796ec4daf69f9b28,19ecqmq02l17t9tsdscl8d2ah8@google.com,2026-04-24,Shaker Seniors 1 photog plus assistant if possible,senior portraits,Seniors,Shaker photog assistant if possible,Shaker Seniors,fuzzy,1.0,False
ics_77d1bf959ef45e0d,AD616A04-06DA-4244-B174-003D37317E41,2026-04-25,Rotterdam Softball NEW 2 teams plus one team photographer,sports,Sports,Rotterdam Softball NEW teams team photographer,,unmatched,0.5,True
ics_463fa374b818d107,6a0lvdfboa28onul145a41eht7@google.com,2025-11-13,Gordon Creek Elem Makeups (1 team),internal/non-shoot review,Makeup Day,Gordon Creek Elementary School,Gordon Creek Elementary School (Ballston Spa School District),manual_alias,1.0,False
ics_884c571228e8089f,3i6s24lp36e2dcra5vuirguhfq@google.com,2025-06-10,AA Commencement,review,Special Event,AA Commencement,,unmatched,0.5161290322580645,False
ics_2645724286de99eb,30lptir12kjr6mua623uch9jfi@google.com,2027-05-18,HOLD Craig Elementary 4th & 5th Grade Panos RAIN (1 photog),graduation/pano,Rain Date,HOLD Craig Elementary 4th & 5th Grade Panos RAIN,Craig Elementary School (Niskayuna School District),manual_alias,1.0,False
ics_ea71ea5813b852d2,41rjmctc3nifpmq0qnkg30tbjp@google.com,2025-12-04,Maywood Academy MAKEUPS (1 team),makeup/retake,Makeup Day,Maywood Academy,The Academies (AA/G),manual_alias,1.0,False
ics_274ad876ec819673,73a3rrqoe0t8nj4b8attp77j87@google.com,2025-09-15,Northville Picture Day (2 teams),graduation/pano,Fall Picture Day,Northville,Northville Seniors,manual_alias,1.0,False
ics_9e71e26fc9f7e0e3,5oget556j0ophvcubbdpai3t2d@google.com,2025-11-07,Clifton Park Ctr Baptist Preschool (1 photog),review,Fall Picture Day,Clifton Park Ctr Baptist Preschool,,unmatched,0.7407407407407407,True
ics_876e205356e0dd22,33h512nar7i6a35ucl6j91k8o1@google.com,2025-11-03,Lincoln Elem Makeup (1 team),makeup/retake,Makeup Day,Lincoln Elementary School Makeup,,unmatched,0.7428571428571429,True
ics_c40fecebd4924cd7,397954a2s637mhve1euoli362i@google.com,2026-08-03,Milton and Lauren Monthly Meeting,internal/non-shoot review,Call or Meeting,Milton Monthly Meeting,,unmatched,0.42105263157894735,False
ics_964bf4bc9617eb98,70ujrpkm1vevocqcbn7pg2jhhf@google.com,2025-07-15,Marketing Seminar Steph/Sydney,review,Special Event,Marketing Seminar /Sydney,,unmatched,0.4329896907216495,False
ics_c92ea930a41903fd,41p9mm88a7po4ucq5a4354dgah@google.com,2026-11-06,HOLD Jefferson Elementary MAKEUPS (1 team),makeup/retake,Makeup Day,HOLD Jefferson Elementary,Jefferson Elementary School (Schalmont School District),manual_alias,1.0,False
ics_076de6e19e8dc4ab,08r80g3ae76f53do5i5ncpmilq@google.com,2026-07-06,Milton and Lauren Monthly Meeting,internal/non-shoot review,Call or Meeting,Milton Monthly Meeting,,unmatched,0.42105263157894735,False
ics_dd7623db74f26286,7881510s56vtndqu4pplp8jou8@google.com,2026-06-26,Hackett Middle School Moving Up Ceremony (1 photogs),review,Special Event,Hackett Middle School Moving Up Ceremony,,unmatched,0.5106382978723404,False
ics_b3a7ec7339980234,4p02ii9f64glpelpraag8qvsq2@google.com,2026-04-01,Destine Prep Spring Pics & K Grads (2 teams),graduation/pano,Special Event,Destine Prep & K Grads,,fuzzy,1.0,False
